tanggal,provinsi,harga_asli,harga_prediksi,error,abs_error
2023-04-10,Papua Barat,16467.0,14051.988,-2415.01171875,2415.01171875
2023-04-10,Kepulauan Bangka Belitung,13943.0,14241.208,298.2080078125,298.2080078125
2023-04-10,Maluku Utara,15489.0,14177.746,-1311.25390625,1311.25390625
2023-04-10,Sulawesi Tenggara,13396.0,13715.849,319.8486328125,319.8486328125
2023-04-10,Riau,13810.0,13974.833,164.8330078125,164.8330078125
2023-04-10,Bali,13361.0,12977.387,-383.61328125,383.61328125
2023-04-10,Aceh,12648.0,12959.461,311.4609375,311.4609375
2023-04-10,Nusa Tenggara Barat,12300.0,14190.772,1890.7724609375,1890.7724609375
2023-04-10,Banten,12375.0,12988.532,613.5322265625,613.5322265625
2023-04-10,Lampung,12447.0,14106.611,1659.611328125,1659.611328125
2023-04-10,Sumatera Selatan,12547.0,13621.766,1074.765625,1074.765625
2023-04-10,Sulawesi Barat,12567.0,13898.209,1331.208984375,1331.208984375
2023-04-10,Jawa Barat,12609.0,12804.516,195.515625,195.515625
2023-04-10,Bengkulu,12906.0,12988.802,82.8017578125,82.8017578125
2023-04-10,Sulawesi Selatan,12691.0,13827.8125,1136.8125,1136.8125
2023-04-10,Jawa Timur,12729.0,13666.177,937.1767578125,937.1767578125
2023-04-10,Jambi,13164.0,12820.79,-343.2099609375,343.2099609375
2023-04-10,Jawa Tengah,12742.0,12978.117,236.1171875,236.1171875
2023-04-10,DKI Jakarta,12917.0,12937.991,20.9912109375,20.9912109375
2023-04-10,Sumatera Utara,13447.0,13606.629,159.62890625,159.62890625
2023-04-10,D.I Yogyakarta,12620.0,12973.396,353.396484375,353.396484375
2023-04-11,Kalimantan Barat,14823.0,15190.541,367.541015625,367.541015625
2023-04-11,Gorontalo,13614.0,12889.07,-724.9296875,724.9296875
2023-04-11,Sulawesi Utara,13635.0,13682.1,47.099609375,47.099609375
2023-04-11,Sulawesi Tengah,13667.0,13773.371,106.37109375,106.37109375
2023-04-11,Nusa Tenggara Timur,14548.0,14178.905,-369.0947265625,369.0947265625
2023-04-11,Kepulauan Riau,14550.0,14131.007,-418.9931640625,418.9931640625
2023-04-11,Maluku,15273.0,14151.908,-1121.091796875,1121.091796875
2023-04-11,Kalimantan Selatan,17569.0,16622.516,-946.484375,946.484375
2023-04-11,Papua,15725.0,14128.544,-1596.4560546875,1596.4560546875
2023-04-11,Kalimantan Timur,15407.0,15363.856,-43.1435546875,43.1435546875
2023-04-11,Kalimantan Utara,15450.0,14594.552,-855.4482421875,855.4482421875
2023-04-11,Kalimantan Tengah,15657.0,16451.22,794.220703125,794.220703125
2023-04-11,Papua Barat,16225.0,14059.154,-2165.845703125,2165.845703125
2023-04-11,Sumatera Barat,15824.0,13651.134,-2172.8662109375,2172.8662109375
2023-04-11,Kepulauan Bangka Belitung,13933.0,14252.875,319.875,319.875
2023-04-11,Maluku Utara,15540.0,14187.961,-1352.0390625,1352.0390625
2023-04-11,Sulawesi Tenggara,13396.0,13722.598,326.59765625,326.59765625
2023-04-11,Riau,13810.0,13981.724,171.7236328125,171.7236328125
2023-04-11,Bali,13361.0,12983.72,-377.2802734375,377.2802734375
2023-04-11,Nusa Tenggara Barat,12300.0,14200.003,1900.0029296875,1900.0029296875
2023-04-11,Banten,12375.0,12994.797,619.796875,619.796875
2023-04-11,Sulawesi Barat,12400.0,13904.964,1504.9638671875,1504.9638671875
2023-04-11,Lampung,12447.0,14118.304,1671.3037109375,1671.3037109375
2023-04-11,Bengkulu,12906.0,12995.005,89.0048828125,89.0048828125
2023-04-11,D.I Yogyakarta,12520.0,12979.584,459.583984375,459.583984375
2023-04-11,Sumatera Selatan,12550.0,13628.665,1078.6650390625,1078.6650390625
2023-04-11,Aceh,12612.0,12965.827,353.8271484375,353.8271484375
2023-04-11,Jambi,13164.0,12827.834,-336.166015625,336.166015625
2023-04-11,Jawa Timur,12763.0,13674.918,911.91796875,911.91796875
2023-04-11,Sulawesi Selatan,12809.0,13834.52,1025.51953125,1025.51953125
2023-04-11,Jawa Tengah,12838.0,12986.385,148.384765625,148.384765625
2023-04-11,DKI Jakarta,12917.0,12944.284,27.2841796875,27.2841796875
2023-04-11,Sumatera Utara,13438.0,13613.575,175.5751953125,175.5751953125
2023-04-11,Jawa Barat,12582.0,12812.164,230.1640625,230.1640625
2023-04-12,Sulawesi Tenggara,13560.0,13729.203,169.203125,169.203125
2023-04-12,Kepulauan Riau,14050.0,14142.716,92.7158203125,92.7158203125
2023-04-12,Sulawesi Utara,13635.0,13688.75,53.75,53.75
2023-04-12,Gorontalo,13659.0,12895.412,-763.587890625,763.587890625
2023-04-12,Nusa Tenggara Timur,14548.0,14187.078,-360.921875,360.921875
2023-04-12,Kalimantan Barat,14775.0,15199.288,424.2880859375,424.2880859375
2023-04-12,Maluku,15311.0,14162.829,-1148.1708984375,1148.1708984375
2023-04-12,Kalimantan Timur,15378.0,15374.376,-3.6240234375,3.6240234375
2023-04-12,Papua,15725.0,14136.03,-1588.9697265625,1588.9697265625
2023-04-12,Kalimantan Utara,15450.0,14605.552,-844.4482421875,844.4482421875
2023-04-12,Kalimantan Tengah,15657.0,16461.287,804.287109375,804.287109375
2023-04-12,Sumatera Barat,15806.0,13657.833,-2148.1669921875,2148.1669921875
2023-04-12,Papua Barat,16225.0,14066.18,-2158.8203125,2158.8203125
2023-04-12,Kepulauan Bangka Belitung,13943.0,14264.366,321.3662109375,321.3662109375
2023-04-12,Maluku Utara,15600.0,14198.0,-1402.0,1402.0
2023-04-12,Riau,13935.0,13988.478,53.4775390625,53.4775390625
2023-04-12,Kalimantan Selatan,17569.0,16631.865,-937.134765625,937.134765625
2023-04-12,Bali,13250.0,12989.87,-260.1298828125,260.1298828125
2023-04-12,Aceh,12598.0,12972.006,374.005859375,374.005859375
2023-04-12,Nusa Tenggara Barat,12300.0,14209.064,1909.064453125,1909.064453125
2023-04-12,Bengkulu,12850.0,13001.023,151.0234375,151.0234375
2023-04-12,Lampung,12447.0,14129.821,1682.8212890625,1682.8212890625
2023-04-12,D.I Yogyakarta,12520.0,12985.581,465.5810546875,465.5810546875
2023-04-12,Sumatera Selatan,12547.0,13635.411,1088.4111328125,1088.4111328125
2023-04-12,Jawa Barat,12549.0,12819.523,270.5234375,270.5234375
2023-04-12,Sulawesi Tengah,13300.0,13779.945,479.9453125,479.9453125
2023-04-12,Sulawesi Selatan,12688.0,13841.09,1153.08984375,1153.08984375
2023-04-12,Banten,12688.0,13000.886,312.8857421875,312.8857421875
2023-04-12,Jawa Timur,12702.0,13683.329,981.3291015625,981.3291015625
2023-04-12,Jambi,13164.0,12834.615,-329.384765625,329.384765625
2023-04-12,Jawa Tengah,12826.0,12994.339,168.3388671875,168.3388671875
2023-04-12,DKI Jakarta,12917.0,12950.369,33.369140625,33.369140625
2023-04-12,Sumatera Utara,13462.0,13620.363,158.36328125,158.36328125
2023-04-12,Sulawesi Barat,12567.0,13911.581,1344.5810546875,1344.5810546875
2023-04-13,Gorontalo,13544.0,12901.519,-642.4814453125,642.4814453125
2023-04-13,Sulawesi Tengah,13667.0,13786.377,119.376953125,119.376953125
2023-04-13,Sulawesi Utara,13712.0,13695.25,-16.75,16.75
2023-04-13,Nusa Tenggara Timur,14525.0,14195.091,-329.9091796875,329.9091796875
2023-04-13,Kepulauan Riau,14614.0,14154.25,-459.75,459.75
2023-04-13,Kalimantan Barat,14807.0,15207.7,400.7001953125,400.7001953125
2023-04-13,Maluku,15310.0,14173.57,-1136.4296875,1136.4296875
2023-04-13,Kalimantan Utara,15563.0,14616.358,-946.6416015625,946.6416015625
2023-04-13,Maluku Utara,15629.0,14207.861,-1421.138671875,1421.138671875
2023-04-13,Kalimantan Timur,15519.0,15384.667,-134.3330078125,134.3330078125
2023-04-13,Kalimantan Tengah,15657.0,16471.08,814.080078125,814.080078125
2023-04-13,Sumatera Barat,15778.0,13664.378,-2113.6220703125,2113.6220703125
2023-04-13,Papua Barat,16357.0,14073.0625,-2283.9375,2283.9375
2023-04-13,Riau,13944.0,13995.092,51.091796875,51.091796875
2023-04-13,Papua,15470.0,14143.367,-1326.6328125,1326.6328125
2023-04-13,Kepulauan Bangka Belitung,13914.0,14275.679,361.6787109375,361.6787109375
2023-04-13,Kalimantan Selatan,17608.0,16640.904,-967.095703125,967.095703125
2023-04-13,Bali,13250.0,12995.836,-254.1640625,254.1640625
2023-04-13,Aceh,12629.0,12977.996,348.99609375,348.99609375
2023-04-13,Nusa Tenggara Barat,12300.0,14217.954,1917.9541015625,1917.9541015625
2023-04-13,Lampung,12386.0,14141.161,1755.1611328125,1755.1611328125
2023-04-13,Bengkulu,12906.0,13006.858,100.8583984375,100.8583984375
2023-04-13,Sumatera Selatan,12547.0,13642.0,1095.0,1095.0
2023-04-13,Jawa Barat,12556.0,12826.591,270.5908203125,270.5908203125
2023-04-13,Sulawesi Barat,12567.0,13918.062,1351.0615234375,1351.0615234375
2023-04-13,Sulawesi Tenggara,13456.0,13735.663,279.6630859375,279.6630859375
2023-04-13,Banten,12688.0,13006.791,318.791015625,318.791015625
2023-04-13,Sulawesi Selatan,12688.0,13847.5205,1159.5205078125,1159.5205078125
2023-04-13,Jambi,13164.0,12841.134,-322.8662109375,322.8662109375
2023-04-13,Jawa Timur,12806.0,13691.407,885.4072265625,885.4072265625
2023-04-13,Jawa Tengah,12855.0,13001.977,146.9765625,146.9765625
2023-04-13,DKI Jakarta,12917.0,12956.244,39.244140625,39.244140625
2023-04-13,Sumatera Utara,13480.0,13626.992,146.9921875,146.9921875
2023-04-13,D.I Yogyakarta,12620.0,12991.384,371.3837890625,371.3837890625
2023-04-14,Kepulauan Bangka Belitung,14050.0,14286.8125,236.8125,236.8125
2023-04-14,Sulawesi Tenggara,13600.0,13741.977,141.9765625,141.9765625
2023-04-14,Sulawesi Tengah,13667.0,13792.666,125.666015625,125.666015625
2023-04-14,Sulawesi Utara,13712.0,13701.601,-10.3994140625,10.3994140625
2023-04-14,Nusa Tenggara Timur,14444.0,14202.942,-241.0576171875,241.0576171875
2023-04-14,Kepulauan Riau,14614.0,14165.608,-448.3916015625,448.3916015625
2023-04-14,Kalimantan Barat,14807.0,15215.777,408.77734375,408.77734375
2023-04-14,Kalimantan Timur,15407.0,15394.728,-12.2724609375,12.2724609375
2023-04-14,Maluku Utara,15425.0,14217.544,-1207.4560546875,1207.4560546875
2023-04-14,Papua,15800.0,14150.554,-1649.4462890625,1649.4462890625
2023-04-14,Kalimantan Utara,15450.0,14626.968,-823.0322265625,823.0322265625
2023-04-14,Sumatera Barat,15763.0,13670.77,-2092.23046875,2092.23046875
2023-04-14,Kalimantan Tengah,15871.0,16480.6,609.599609375,609.599609375
2023-04-14,Papua Barat,16325.0,14079.803,-2245.197265625,2245.197265625
2023-04-14,Gorontalo,13544.0,12907.387,-636.61328125,636.61328125
2023-04-14,Maluku,15300.0,14184.132,-1115.8681640625,1115.8681640625
2023-04-14,Kalimantan Selatan,17608.0,16649.627,-958.373046875,958.373046875
2023-04-14,Riau,13929.0,14001.567,72.5673828125,72.5673828125
2023-04-14,Sumatera Utara,13414.0,13633.461,219.4609375,219.4609375
2023-04-14,Bali,13361.0,13001.613,-359.38671875,359.38671875
2023-04-14,Aceh,12629.0,12983.791,354.791015625,354.791015625
2023-04-14,Nusa Tenggara Barat,12300.0,14226.673,1926.6728515625,1926.6728515625
2023-04-14,Lampung,12393.0,14152.322,1759.322265625,1759.322265625
2023-04-14,Sumatera Selatan,12547.0,13648.432,1101.431640625,1101.431640625
2023-04-14,Sulawesi Barat,12567.0,13924.403,1357.4033203125,1357.4033203125
2023-04-14,Jawa Barat,12592.0,12833.361,241.361328125,241.361328125
2023-04-14,Bengkulu,12906.0,13012.507,106.5068359375,106.5068359375
2023-04-14,Sulawesi Selatan,12667.0,13853.812,1186.8115234375,1186.8115234375
2023-04-14,Jawa Timur,12737.0,13699.149,962.1494140625,962.1494140625
2023-04-14,Jambi,13164.0,12847.385,-316.615234375,316.615234375
2023-04-14,Jawa Tengah,12855.0,13009.292,154.2919921875,154.2919921875
2023-04-14,Banten,12875.0,13012.511,137.5107421875,137.5107421875
2023-04-14,DKI Jakarta,12917.0,12961.904,44.904296875,44.904296875
2023-04-14,D.I Yogyakarta,12620.0,12996.99,376.990234375,376.990234375
2023-04-15,Kalimantan Barat,14775.0,15223.516,448.515625,448.515625
2023-04-15,Gorontalo,13544.0,12913.014,-630.986328125,630.986328125
2023-04-15,Sulawesi Tengah,13667.0,13798.811,131.810546875,131.810546875
2023-04-15,Sulawesi Utara,13719.0,13707.799,-11.201171875,11.201171875
2023-04-15,Kepulauan Riau,14375.0,14176.788,-198.2119140625,198.2119140625
2023-04-15,Nusa Tenggara Timur,14583.0,14210.633,-372.3671875,372.3671875
2023-04-15,Maluku,15200.0,14194.511,-1005.4892578125,1005.4892578125
2023-04-15,Kepulauan Bangka Belitung,13971.0,14297.763,326.7626953125,326.7626953125
2023-04-15,Papua,15750.0,14157.588,-1592.412109375,1592.412109375
2023-04-15,Kalimantan Timur,15407.0,15404.556,-2.4443359375,2.4443359375
2023-04-15,Kalimantan Utara,15450.0,14637.378,-812.6220703125,812.6220703125
2023-04-15,Kalimantan Tengah,15657.0,16489.84,832.83984375,832.83984375
2023-04-15,Papua Barat,16420.0,14086.397,-2333.6025390625,2333.6025390625
2023-04-15,Kalimantan Selatan,17608.0,16658.031,-949.96875,949.96875
2023-04-15,Maluku Utara,15600.0,14227.047,-1372.953125,1372.953125
2023-04-15,Sulawesi Tenggara,13506.0,13748.142,242.1416015625,242.1416015625
2023-04-15,Sumatera Barat,15735.0,13677.005,-2057.9951171875,2057.9951171875
2023-04-15,Bali,13250.0,13007.198,-242.8017578125,242.8017578125
2023-04-15,Nusa Tenggara Barat,12300.0,14235.22,1935.2197265625,1935.2197265625
2023-04-15,Riau,13935.0,14007.902,72.90234375,72.90234375
2023-04-15,Lampung,12393.0,14163.305,1770.3046875,1770.3046875
2023-04-15,Bengkulu,12906.0,13017.961,111.9609375,111.9609375
2023-04-15,Sumatera Selatan,12547.0,13654.704,1107.7041015625,1107.7041015625
2023-04-15,Sulawesi Barat,12567.0,13930.605,1363.60546875,1363.60546875
2023-04-15,D.I Yogyakarta,12620.0,13002.3955,382.3955078125,382.3955078125
2023-04-15,Aceh,12629.0,12989.39,360.3896484375,360.3896484375
2023-04-15,Jawa Barat,12650.0,12839.834,189.833984375,189.833984375
2023-04-15,Sulawesi Selatan,12688.0,13859.961,1171.9609375,1171.9609375
2023-04-15,Jawa Timur,12717.0,13706.553,989.552734375,989.552734375
2023-04-15,Jambi,13164.0,12853.368,-310.6318359375,310.6318359375
2023-04-15,Jawa Tengah,12828.0,13016.285,188.28515625,188.28515625
2023-04-15,DKI Jakarta,12917.0,12967.349,50.3486328125,50.3486328125
2023-04-15,Sumatera Utara,13462.0,13639.768,177.767578125,177.767578125
2023-04-15,Banten,12625.0,13018.04,393.0400390625,393.0400390625
2023-04-16,Riau,14027.0,14014.097,-12.9033203125,12.9033203125
2023-04-16,Sulawesi Tengah,13667.0,13804.809,137.80859375,137.80859375
2023-04-16,Sulawesi Utara,13750.0,13713.843,-36.1572265625,36.1572265625
2023-04-16,Nusa Tenggara Timur,14500.0,14218.162,-281.837890625,281.837890625
2023-04-16,Kalimantan Barat,14807.0,15230.908,423.908203125,423.908203125
2023-04-16,Kepulauan Riau,14833.0,14187.789,-645.2109375,645.2109375
2023-04-16,Maluku,15333.0,14204.707,-1128.29296875,1128.29296875
2023-04-16,Papua,15856.0,14164.471,-1691.529296875,1691.529296875
2023-04-16,Kalimantan Timur,15341.0,15414.148,73.1484375,73.1484375
2023-04-16,Kalimantan Utara,15450.0,14647.587,-802.4130859375,802.4130859375
2023-04-16,Papua Barat,15917.0,14092.848,-1824.15234375,1824.15234375
2023-04-16,Kalimantan Tengah,15657.0,16498.8,841.80078125,841.80078125
2023-04-16,Sumatera Barat,15722.0,13683.083,-2038.9169921875,2038.9169921875
2023-04-16,Kalimantan Selatan,17408.0,16666.115,-741.884765625,741.884765625
2023-04-16,Gorontalo,13544.0,12918.398,-625.6015625,625.6015625
2023-04-16,Maluku Utara,15622.0,14236.37,-1385.6298828125,1385.6298828125
2023-04-16,Sulawesi Tenggara,13535.0,13754.156,219.15625,219.15625
2023-04-16,Kepulauan Bangka Belitung,13971.0,14308.53,337.5302734375,337.5302734375
2023-04-16,Bali,13281.0,13012.587,-268.4130859375,268.4130859375
2023-04-16,Nusa Tenggara Barat,12300.0,14243.596,1943.595703125,1943.595703125
2023-04-16,Lampung,12371.0,14174.1045,1803.1044921875,1803.1044921875
2023-04-16,Sulawesi Barat,12483.0,13936.666,1453.666015625,1453.666015625
2023-04-16,Banten,12563.0,13023.376,460.3759765625,460.3759765625
2023-04-16,Sumatera Selatan,12606.0,13660.816,1054.81640625,1054.81640625
2023-04-16,Jawa Barat,12616.0,12846.004,230.00390625,230.00390625
2023-04-16,D.I Yogyakarta,12620.0,13007.6,387.599609375,387.599609375
2023-04-16,Aceh,12635.0,12994.788,359.7880859375,359.7880859375
2023-04-16,Jawa Timur,12726.0,13713.61,987.6103515625,987.6103515625
2023-04-16,Jambi,13164.0,12859.078,-304.921875,304.921875
2023-04-16,Sulawesi Selatan,12796.0,13865.968,1069.9677734375,1069.9677734375
2023-04-16,Jawa Tengah,12839.0,13022.95,183.9501953125,183.9501953125
2023-04-16,DKI Jakarta,12917.0,12972.572,55.572265625,55.572265625
2023-04-16,Sumatera Utara,13487.0,13645.911,158.9111328125,158.9111328125
2023-04-16,Bengkulu,13063.0,13023.222,-39.7783203125,39.7783203125
2023-04-17,Riau,14027.0,14020.148,-6.8515625,6.8515625
2023-04-17,Sulawesi Tengah,13667.0,13810.66,143.66015625,143.66015625
2023-04-17,Sulawesi Utara,13750.0,13719.732,-30.267578125,30.267578125
2023-04-17,Nusa Tenggara Timur,14429.0,14225.529,-203.470703125,203.470703125
2023-04-17,Kepulauan Riau,14614.0,14198.609,-415.390625,415.390625
2023-04-17,Kalimantan Barat,14807.0,15237.956,430.9560546875,430.9560546875
2023-04-17,Maluku,15300.0,14214.721,-1085.279296875,1085.279296875
2023-04-17,Papua,15892.0,14171.202,-1720.7978515625,1720.7978515625
2023-04-17,Kalimantan Timur,15474.0,15423.504,-50.49609375,50.49609375
2023-04-17,Kalimantan Tengah,15729.0,16507.477,778.4765625,778.4765625
2023-04-17,Sumatera Barat,15789.0,13689.003,-2099.9970703125,2099.9970703125
2023-04-17,Kalimantan Utara,15813.0,14657.594,-1155.40625,1155.40625
2023-04-17,Papua Barat,16388.0,14099.153,-2288.8466796875,2288.8466796875
2023-04-17,Gorontalo,13544.0,12923.537,-620.462890625,620.462890625
2023-04-17,Maluku Utara,15767.0,14245.514,-1521.486328125,1521.486328125
2023-04-17,Kepulauan Bangka Belitung,13957.0,14319.112,362.1123046875,362.1123046875
2023-04-17,Kalimantan Selatan,17569.0,16673.873,-895.126953125,895.126953125
2023-04-17,Bali,13361.0,13017.778,-343.2216796875,343.2216796875
2023-04-17,Aceh,12678.0,12999.981,321.9814453125,321.9814453125
2023-04-17,Nusa Tenggara Barat,12300.0,14251.799,1951.798828125,1951.798828125
2023-04-17,Lampung,12393.0,14184.724,1791.7236328125,1791.7236328125
2023-04-17,Bengkulu,12906.0,13028.281,122.28125,122.28125
2023-04-17,Banten,12500.0,13028.516,528.515625,528.515625
2023-04-17,Sulawesi Barat,12567.0,13942.585,1375.5849609375,1375.5849609375
2023-04-17,Sumatera Selatan,12581.0,13666.767,1085.7666015625,1085.7666015625
2023-04-17,Sulawesi Tenggara,13476.0,13760.021,284.021484375,284.021484375
2023-04-17,Jawa Barat,12656.0,12851.871,195.87109375,195.87109375
2023-04-17,Jawa Timur,12679.0,13720.322,1041.322265625,1041.322265625
2023-04-17,Jambi,13118.0,12864.516,-253.484375,253.484375
2023-04-17,Sulawesi Selatan,12809.0,13871.83,1062.830078125,1062.830078125
2023-04-17,Jawa Tengah,12837.0,13029.285,192.28515625,192.28515625
2023-04-17,DKI Jakarta,12917.0,12977.575,60.5751953125,60.5751953125
2023-04-17,Sumatera Utara,13504.0,13651.89,147.8896484375,147.8896484375
2023-04-17,D.I Yogyakarta,12620.0,13012.596,392.595703125,392.595703125
2023-04-18,Riau,14041.0,14026.058,-14.9423828125,14.9423828125
2023-04-18,Sulawesi Tengah,13667.0,13816.363,149.36328125,149.36328125
2023-04-18,Sulawesi Utara,13673.0,13725.468,52.4677734375,52.4677734375
2023-04-18,Nusa Tenggara Timur,14553.0,14232.735,-320.2646484375,320.2646484375
2023-04-18,Kepulauan Riau,14614.0,14209.249,-404.7509765625,404.7509765625
2023-04-18,Kalimantan Barat,14831.0,15244.654,413.654296875,413.654296875
2023-04-18,Maluku,15273.0,14224.551,-1048.44921875,1048.44921875
2023-04-18,Papua,15892.0,14177.781,-1714.21875,1714.21875
2023-04-18,Kalimantan Timur,15377.0,15432.621,55.62109375,55.62109375
2023-04-18,Kalimantan Utara,15450.0,14667.3955,-782.6044921875,782.6044921875
2023-04-18,Kalimantan Tengah,15729.0,16515.87,786.869140625,786.869140625
2023-04-18,Sumatera Barat,15778.0,13694.764,-2083.236328125,2083.236328125
2023-04-18,Papua Barat,16667.0,14105.3125,-2561.6875,2561.6875
2023-04-18,Kepulauan Bangka Belitung,13957.0,14329.507,372.5068359375,372.5068359375
2023-04-18,Maluku Utara,15378.0,14254.477,-1123.5234375,1123.5234375
2023-04-18,Gorontalo,13475.0,12928.429,-546.5712890625,546.5712890625
2023-04-18,Kalimantan Selatan,17569.0,16681.307,-887.693359375,887.693359375
2023-04-18,Bali,13361.0,13022.765,-338.2353515625,338.2353515625
2023-04-18,Aceh,12679.0,13004.969,325.96875,325.96875
2023-04-18,Nusa Tenggara Barat,12300.0,14259.83,1959.830078125,1959.830078125
2023-04-18,Lampung,12380.0,14195.159,1815.1591796875,1815.1591796875
2023-04-18,Bengkulu,12906.0,13033.144,127.1435546875,127.1435546875
2023-04-18,Sulawesi Barat,12567.0,13948.361,1381.361328125,1381.361328125
2023-04-18,Jawa Barat,12614.0,12857.433,243.4326171875,243.4326171875
2023-04-18,D.I Yogyakarta,12620.0,13017.384,397.3837890625,397.3837890625
2023-04-18,Sulawesi Tenggara,13476.0,13765.734,289.734375,289.734375
2023-04-18,Sumatera Selatan,12643.0,13672.555,1029.5546875,1029.5546875
2023-04-18,Jambi,13118.0,12869.676,-248.32421875,248.32421875
2023-04-18,Jawa Timur,12721.0,13726.685,1005.6845703125,1005.6845703125
2023-04-18,Sulawesi Selatan,12813.0,13877.549,1064.548828125,1064.548828125
2023-04-18,Jawa Tengah,12871.0,13035.288,164.2880859375,164.2880859375
2023-04-18,DKI Jakarta,12917.0,12982.354,65.353515625,65.353515625
2023-04-18,Sumatera Utara,13471.0,13657.703,186.703125,186.703125
2023-04-18,Banten,12625.0,13033.455,408.455078125,408.455078125
2023-04-19,Kepulauan Bangka Belitung,13971.0,14339.715,368.71484375,368.71484375
2023-04-19,Riau,14041.0,14031.823,-9.1767578125,9.1767578125
2023-04-19,Sulawesi Tengah,13667.0,13821.919,154.9189453125,154.9189453125
2023-04-19,Sulawesi Utara,13750.0,13731.046,-18.9541015625,18.9541015625
2023-04-19,Nusa Tenggara Timur,14500.0,14239.78,-260.2197265625,260.2197265625
2023-04-19,Kalimantan Barat,14821.0,15251.0,430.0,430.0
2023-04-19,Maluku,15250.0,14234.198,-1015.8017578125,1015.8017578125
2023-04-19,Papua,15917.0,14184.208,-1732.7919921875,1732.7919921875
2023-04-19,Kepulauan Riau,15125.0,14219.705,-905.294921875,905.294921875
2023-04-19,Kalimantan Timur,15325.0,15441.497,116.4970703125,116.4970703125
2023-04-19,Kalimantan Utara,15650.0,14676.992,-973.0078125,973.0078125
2023-04-19,Sumatera Barat,15722.0,13700.364,-2021.6357421875,2021.6357421875
2023-04-19,Kalimantan Tengah,15729.0,16523.975,794.974609375,794.974609375
2023-04-19,Papua Barat,16650.0,14111.327,-2538.6728515625,2538.6728515625
2023-04-19,Gorontalo,13475.0,12933.072,-541.927734375,541.927734375
2023-04-19,Maluku Utara,15489.0,14263.261,-1225.7392578125,1225.7392578125
2023-04-19,Kalimantan Selatan,17533.0,16688.41,-844.58984375,844.58984375
2023-04-19,Sulawesi Tenggara,13473.0,13771.295,298.294921875,298.294921875
2023-04-19,Sumatera Utara,13495.0,13663.351,168.3505859375,168.3505859375
2023-04-19,Bali,13417.0,13027.549,-389.451171875,389.451171875
2023-04-19,Aceh,12635.0,13009.747,374.7470703125,374.7470703125
2023-04-19,Nusa Tenggara Barat,12300.0,14267.69,1967.6904296875,1967.6904296875
2023-04-19,Lampung,12336.0,14205.413,1869.4130859375,1869.4130859375
2023-04-19,Sulawesi Barat,12567.0,13953.995,1386.9951171875,1386.9951171875
2023-04-19,Sumatera Selatan,12606.0,13678.179,1072.1787109375,1072.1787109375
2023-04-19,D.I Yogyakarta,12620.0,13021.961,401.9609375,401.9609375
2023-04-19,Bengkulu,12872.0,13037.801,165.80078125,165.80078125
2023-04-19,Jawa Barat,12638.0,12862.683,224.6826171875,224.6826171875
2023-04-19,Jambi,13118.0,12874.557,-243.443359375,243.443359375
2023-04-19,Sulawesi Selatan,12779.0,13883.122,1104.1220703125,1104.1220703125
2023-04-19,Jawa Timur,12828.0,13732.695,904.6953125,904.6953125
2023-04-19,Jawa Tengah,12888.0,13040.954,152.9541015625,152.9541015625
2023-04-19,DKI Jakarta,12917.0,12986.906,69.90625,69.90625
2023-04-19,Banten,12625.0,13038.192,413.1923828125,413.1923828125
2023-04-20,Maluku,15200.0,14243.662,-956.337890625,956.337890625
2023-04-20,Kepulauan Bangka Belitung,13971.0,14349.734,378.734375,378.734375
2023-04-20,Riau,14041.0,14037.447,-3.552734375,3.552734375
2023-04-20,Sulawesi Tengah,13667.0,13827.325,160.3251953125,160.3251953125
2023-04-20,Sulawesi Utara,13766.0,13736.467,-29.533203125,29.533203125
2023-04-20,Nusa Tenggara Timur,14381.0,14246.664,-134.3359375,134.3359375
2023-04-20,Kalimantan Barat,14821.0,15256.991,435.9912109375,435.9912109375
2023-04-20,Gorontalo,13475.0,12937.463,-537.537109375,537.537109375
2023-04-20,Kalimantan Timur,15363.0,15450.131,87.130859375,87.130859375
2023-04-20,Papua,15917.0,14190.484,-1726.515625,1726.515625
2023-04-20,Papua Barat,15983.0,14117.195,-1865.8046875,1865.8046875
2023-04-20,Kalimantan Utara,15650.0,14686.381,-963.619140625,963.619140625
2023-04-20,Kalimantan Selatan,17569.0,16695.182,-873.818359375,873.818359375
2023-04-20,Kalimantan Tengah,15729.0,16531.791,802.791015625,802.791015625
2023-04-20,Maluku Utara,15514.0,14271.866,-1242.1337890625,1242.1337890625
2023-04-20,Sulawesi Tenggara,13475.0,13776.703,301.703125,301.703125
2023-04-20,Sumatera Barat,15694.0,13705.805,-1988.1953125,1988.1953125
2023-04-20,Kepulauan Riau,13667.0,14229.9795,562.9794921875,562.9794921875
2023-04-20,Bali,13417.0,13032.127,-384.873046875,384.873046875
2023-04-20,Aceh,12678.0,13014.314,336.314453125,336.314453125
2023-04-20,Nusa Tenggara Barat,12300.0,14275.379,1975.37890625,1975.37890625
2023-04-20,Bengkulu,12794.0,13042.25,248.25,248.25
2023-04-20,Lampung,12380.0,14215.484,1835.484375,1835.484375
2023-04-20,D.I Yogyakarta,12475.0,13026.325,551.3251953125,551.3251953125
2023-04-20,Sulawesi Barat,12567.0,13959.485,1392.4853515625,1392.4853515625
2023-04-20,Banten,12438.0,13042.727,604.7265625,604.7265625
2023-04-20,Sumatera Selatan,12606.0,13683.64,1077.6396484375,1077.6396484375
2023-04-20,Jambi,13118.0,12879.158,-238.841796875,238.841796875
